"id","department_id","department_name","department_short","course_id","course_name","semester_id","semester_name","exam_type_id","exam_type_name","submissions_count","created_at","source_url"
"1230","4","Software Engineering","SWE","198","Information System Security","22","Spring 26","2","Final","1","2026-04-28T12:48:10.000000Z","https://diuqbank.com/questions/1230"
"1231","7","CIS","CIS","85","Data Structures","22","Spring 26","1","Mid","1","2026-04-28T13:43:24.000000Z","https://diuqbank.com/questions/1231"
"1232","8","GEB","GEB","200","Enzymology","22","Spring 26","2","Final","1","2026-04-28T13:59:38.000000Z","https://diuqbank.com/questions/1232"
"1233","4","Software Engineering","SWE","89","Object oriented programming","10","Spring 25","2","Final","2","2026-04-28T14:15:54.000000Z","https://diuqbank.com/questions/1233"
"1234","12","Agricultural Science","AGS","172","Biochemistry-I(General Biochemistry)","22","Spring 26","2","Final","1","2026-04-28T15:02:54.000000Z","https://diuqbank.com/questions/1234"
"1235","12","Agricultural Science","AGS","181","Farm Power and Machinery","22","Spring 26","2","Final","1","2026-04-28T15:11:47.000000Z","https://diuqbank.com/questions/1235"
"1236","12","Agricultural Science","AGS","197","Fundamentals of Agricultural Economics","22","Spring 26","2","Final","1","2026-04-28T15:13:06.000000Z","https://diuqbank.com/questions/1236"
"1237","12","Agricultural Science","AGS","152","Fundamentals of Horticulture","22","Spring 26","4","Lab Final","1","2026-04-28T15:20:41.000000Z","https://diuqbank.com/questions/1237"
"1238","2","Electrical & Electronic Engineering","EEE","252","Emergence of Bangladesh","13","Fall 25","2","Final","1","2026-04-29T03:20:03.000000Z","https://diuqbank.com/questions/1238"
"1239","1","Computer Science & Engineering","CSE","43","Digital Logic Design","22","Spring 26","2","Final","2","2026-04-29T05:04:58.000000Z","https://diuqbank.com/questions/1239"
"1240","4","Software Engineering","SWE","50","Database Systems","22","Spring 26","2","Final","6","2026-04-29T05:07:52.000000Z","https://diuqbank.com/questions/1240"
"1241","9","TE","TE","242","Art of Living and Engineering Ethics","22","Spring 26","2","Final","2","2026-04-29T05:21:57.000000Z","https://diuqbank.com/questions/1241"
"1242","7","CIS","CIS","70","Basic Functional English and English Spoken","22","Spring 26","2","Final","1","2026-04-29T05:27:49.000000Z","https://diuqbank.com/questions/1242"
"1243","4","Software Engineering","SWE","91","Physics I","22","Spring 26","2","Final","2","2026-04-29T06:17:14.000000Z","https://diuqbank.com/questions/1243"
"1244","1","Computer Science & Engineering","CSE","34","Engineering Mathematics","22","Spring 26","2","Final","1","2026-04-29T07:12:27.000000Z","https://diuqbank.com/questions/1244"
"1245","1","Computer Science & Engineering","CSE","27","Artificial Intelligence","22","Spring 26","2","Final","1","2026-04-29T08:00:27.000000Z","https://diuqbank.com/questions/1245"
"1246","4","Software Engineering","SWE","89","Object oriented programming","22","Spring 26","2","Final","3","2026-04-29T10:34:44.000000Z","https://diuqbank.com/questions/1246"
"1247","4","Software Engineering","SWE","117","Introduction to software engineering - SE113","22","Spring 26","2","Final","1","2026-04-29T10:49:49.000000Z","https://diuqbank.com/questions/1247"
"1248","1","Computer Science & Engineering","CSE","11","Introduction to Biology and Chemistry for Computation","22","Spring 26","2","Final","2","2026-04-29T10:54:55.000000Z","https://diuqbank.com/questions/1248"
"1249","1","Computer Science & Engineering","CSE","235","Research Innovation and Technical Writing","22","Spring 26","2","Final","1","2026-04-29T11:30:37.000000Z","https://diuqbank.com/questions/1249"
"1250","1","Computer Science & Engineering","CSE","235","Research Innovation and Technical Writing","22","Spring 26","3","Quiz","2","2026-04-29T11:40:02.000000Z","https://diuqbank.com/questions/1250"
"1251","4","Software Engineering","SWE","53","Data Communication and Computer Networking","10","Spring 25","2","Final","1","2026-04-29T11:57:32.000000Z","https://diuqbank.com/questions/1251"
"1252","2","Electrical & Electronic Engineering","EEE","103","Electrical Properties of Materials","22","Spring 26","2","Final","1","2026-04-29T14:58:07.000000Z","https://diuqbank.com/questions/1252"
"1253","8","GEB","GEB","233","Cytology","22","Spring 26","2","Final","1","2026-04-30T02:10:10.000000Z","https://diuqbank.com/questions/1253"
"1254","8","GEB","GEB","239","Metabolism","22","Spring 26","2","Final","1","2026-04-30T02:12:52.000000Z","https://diuqbank.com/questions/1254"
"1255","4","Software Engineering","SWE","48","Principles of Accounting, Business & Economics","11","Summer 25","2","Final","2","2026-04-30T03:45:02.000000Z","https://diuqbank.com/questions/1255"
"1256","4","Software Engineering","SWE","48","Principles of Accounting, Business & Economics","9","Fall 24","2","Final","1","2026-04-30T04:03:58.000000Z","https://diuqbank.com/questions/1256"
"1257","1","Computer Science & Engineering","CSE","3","Writing and Comprehension","22","Spring 26","2","Final","1","2026-04-30T04:58:45.000000Z","https://diuqbank.com/questions/1257"
"1258","1","Computer Science & Engineering","CSE","4","Electrical Circuits","22","Spring 26","2","Final","1","2026-04-30T05:00:46.000000Z","https://diuqbank.com/questions/1258"
"1259","1","Computer Science & Engineering","CSE","16","Compiler Design","22","Spring 26","2","Final","2","2026-04-30T05:01:03.000000Z","https://diuqbank.com/questions/1259"
"1260","10","NFE","NFE","139","Introduction to food science and technology","22","Spring 26","3","Quiz","0","2026-04-30T05:54:48.000000Z","https://diuqbank.com/questions/1260"
"1261","4","Software Engineering","SWE","53","Data Communication and Computer Networking","22","Spring 26","2","Final","2","2026-04-30T07:57:03.000000Z","https://diuqbank.com/questions/1261"
"1262","7","CIS","CIS","169","Information System Engineering","22","Spring 26","2","Final","1","2026-04-30T13:01:15.000000Z","https://diuqbank.com/questions/1262"
"1265","9","TE","TE","234","Basic Electrical and Electronic Engineering","22","Spring 26","2","Final","2","2026-04-30T13:18:26.000000Z","https://diuqbank.com/questions/1265"
"1266","1","Computer Science & Engineering","CSE","131","Web Engineeing","22","Spring 26","2","Final","1","2026-04-30T13:49:03.000000Z","https://diuqbank.com/questions/1266"
"1267","2","Electrical & Electronic Engineering","EEE","78","Differential and Integral Calculus","22","Spring 26","2","Final","1","2026-04-30T14:01:06.000000Z","https://diuqbank.com/questions/1267"
"1268","4","Software Engineering","SWE","170","Discrete Mathematics","13","Fall 25","2","Final","0","2026-05-01T04:35:06.000000Z","https://diuqbank.com/questions/1268"
"1269","8","GEB","GEB","189","Basic Biochemistry","22","Spring 26","2","Final","1","2026-05-01T05:43:16.000000Z","https://diuqbank.com/questions/1269"
"1270","12","Agricultural Science","AGS","153","Bangla Language & Literature","22","Spring 26","2","Final","1","2026-05-01T11:31:39.000000Z","https://diuqbank.com/questions/1270"
"1271","12","Agricultural Science","AGS","155","Principles of Agronomy","22","Spring 26","2","Final","1","2026-05-01T11:32:34.000000Z","https://diuqbank.com/questions/1271"
"1272","12","Agricultural Science","AGS","152","Fundamentals of Horticulture","22","Spring 26","2","Final","1","2026-05-01T11:33:32.000000Z","https://diuqbank.com/questions/1272"
"1273","12","Agricultural Science","AGS","173","Rural Sociology","22","Spring 26","2","Final","1","2026-05-01T11:34:09.000000Z","https://diuqbank.com/questions/1273"
"1274","2","Electrical & Electronic Engineering","EEE","252","Emergence of Bangladesh","22","Spring 26","2","Final","2","2026-05-01T11:36:32.000000Z","https://diuqbank.com/questions/1274"
"1275","4","Software Engineering","SWE","150","Software Engineering Web Application","22","Spring 26","2","Final","1","2026-05-01T14:15:54.000000Z","https://diuqbank.com/questions/1275"
"1280","4","Software Engineering","SWE","54","Art of Living ","22","Spring 26","2","Final","5","2026-05-02T05:00:17.000000Z","https://diuqbank.com/questions/1280"
"1281","1","Computer Science & Engineering","CSE","22","System Analysis and Design","22","Spring 26","2","Final","1","2026-05-02T05:12:10.000000Z","https://diuqbank.com/questions/1281"
"1282","4","Software Engineering","SWE","50","Database Systems","22","Spring 26","3","Quiz","1","2026-05-02T07:06:35.000000Z","https://diuqbank.com/questions/1282"
